,Sample_Point_(SP),Year,Latitude,Longitude,Depth,Rake_Abundance,Rake_Abundance_#,Alisma_gramineum,Benthic_Filamentous_Algae,Callitriche_hermaphroditica,Ceratophyllum_demersum,Chara_vulgaris,Elodea_sp.,Floating_Filamentous_Algae,Fontinalis_sp.,Heteranthera_dubia,Hydrocharis_morsus-ranae,Hypericum_ellipticum,Lemna_minor,Lemna_trisulca,Megalodonta_beckii,Myriophyllum_sibiricum,Myriophyllum_spicatum,Najas_flexilis,Najas_guadalupensis,Nitella_flexilis,Nitellopsis_obtusa,Nuphar_variegata,Nymphaea_odorata,Pithophora_sp.,Polygonum_amphibium,Potamogeton_amplifolius,Potamogeton_crispus,Potamogeton_crispus_turions,Potamogeton_foliosus,Potamogeton_gramineus,Potamogeton_illinoensis,Potamogeton_pectinatus,Potamogeton_praelongus,Potamogeton_pusillus,Potamogeton_richardsonii,Potamogeton_zosteriformis,Ranunculus_trichophyllus,Riccia_fluitans,Spirodela_polyrhiza,Stuckenia_pectinata,Stuckenia_vaginata,Utricularia_vulgaris,Vallisneria_americana,Wolffia_columbiana,Zannichellia_palustris
155,156,2022,,,,D,,,,,,D,,,,T,,,,,,,,S,,,,,,,,,,,,,T,,,,,,,,,,,,,,
156,157,2022,,,,T,,,,,T,T,,,,,,,,,,,,,T,,T,,,T,,,,,,,,,,,,T,,,,,,,,,
157,158,2022,,,,D,,,,,M,T,T,,,T,,,,,,,,,,,S,,,S,,,,,,,,,,,,,,,,S,,,T,,
158,159,2022,,,,D,,,,,,D,,,T,,,,,,,,,,T,,T,,,T,,,,,,,T,,,,,T,,,,,,T,,,
159,160,2022,,,,D,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,T,,,,,
160,161,2022,,,,M,,,,,M,,T,,,,,,,,,,,,T,,,,,T,,,,,,,T,,,,,T,,,,,,T,T,,
161,162,2022,,,,M,,,,,M,,,,,,,,,,,,,,T,,,,,T,,,,,,,,,,,,,,,,,,,T,,
162,163,2022,,,,M,,,,,,M,,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,
163,164,2022,,,,M,,,,,,M,,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,
164,165,2022,,,,S,,,,,S,,T,,,,,,,,,,,,T,,,,,T,,,,,,,,,,,,T,,,,,,,S,,
165,166,2022,,,,S,,,,,T,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,
166,167,2022,,,,M,,,,,,M,,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,T,,,,,,,,,
167,168,2022,,,,M,,,,,,M,,,,,,,,,,,,,T,,,,,,,,,,,,T,,,,,T,,,,,,,T,,
168,169,2022,,,,M,,,,,M,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,T,,
169,170,2022,,,,S,,,,,T,,,,,,,,,,,,,,T,,,,,T,,,,,,,,,,,,,,,,,,,,,
170,171,2022,,,,M,,,,,,M,T,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,T,,,,,,,,,
171,172,2022,,,,M,,,,,,M,T,,,T,,,,,,,,,,,,,,,,,,,,,T,,,,T,T,,,,,,,T,,
172,173,2022,,,,D,,,,,D,T,T,,,,,,,,,,,,T,,T,,,T,,,,,,,,,,,,T,,,,S,,,T,,
173,174,2022,,,,M,,,,,M,,,,,,,,,,,,,,T,,,,,S,,,,,,,,,,,,T,,,,,,,T,,
174,175,2022,,,,M,,,,,T,M,S,,,T,,,,,,,T,,,,,,,,,,,,,,T,,,,,T,,,,,,,T,,
175,176,2022,,,,M,,,,,T,S,M,,,,,,,,,,T,T,T,,,,,,,,,,,,T,,,,,S,,,,,,,T,,
176,177,2022,,,,M,,,,,T,,M,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,S,T,,,,,,,,
177,178,2022,,,,M,,,,,M,T,T,,,T,,,,,,,T,,,,T,,,,,,T,,,,T,,,,,T,T,,,T,,,T,,
178,179,2022,,,,S,,,,,T,S,T,,,T,,,,,,,T,,,,T,,,,,,,,,,T,,,,,,,,,T,,,T,,
179,180,2022,,,,M,,,,,,M,T,,T,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,T,T,,
180,181,2022,,,,M,,,,,S,S,M,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,T,T,,,T,,,,,
181,182,2022,,,,D,,,,,M,S,M,,,,,,,,T,,T,,,,,,,,,S,,,,,T,,,,,T,,,,,,,,,
182,183,2022,,,,D,,,,,S,S,S,,,T,,,,,T,,S,,,,M,,,,,,,,,,T,,,,,T,T,,,,,,T,,
183,184,2022,,,,M,,,,,S,T,M,,,,,,,,,,T,,,,,,,,,,,,,,T,,,,,S,,,,T,,,T,,
184,185,2022,,,,M,,,,,T,S,T,,T,T,,,,,T,,S,,,,T,,,,,,,,,,T,,,,,T,,,,T,,,T,,
185,186,2022,,,,D,,,,,,S,M,,T,T,,,,,T,,S,,,,T,,,,,T,,,,,T,,,,,T,,,,,,,T,,
186,187,2022,,,,D,,,,,T,,T,,S,T,,,,,,,M,,T,,T,,,,,T,,,,,T,,,,,T,,,,,,,S,,
187,188,2022,,,,M,,,,,T,,M,,T,T,,,,,,,T,,T,,,,,T,,S,,,,,T,,,,,,,,,,,,T,,
188,189,2022,,,,D,,,,,T,S,M,,,S,,,,,T,,S,,,T,T,,,,,,,,,,T,,,,,T,,,,,,,S,,
189,190,2022,,,,D,,,,,T,S,M,,,T,,,,,,,S,,,,,,,,,T,,,,,T,,,,,T,,,,,,,T,,
190,191,2022,,,,M,,,,,T,M,T,,,T,,,,,,,S,,,,S,,,,,,,,,,T,,,,,T,,,,,,,T,,
191,192,2022,,,,M,,,,,,M,,,,T,,,,,,,T,T,,,,,,,,,,,,,,,,,,T,,,,,,,,,
192,193,2022,,,,M,,,,,,M,,,,,,,,,,,T,,,,,,,,,,,,,,T,,,,T,,,,,,,,,,
193,194,2022,,,,D,,,,,S,,D,,,T,,,,,,,D,,,,T,,,T,,T,,,,,,,,,,T,,,,,,,,,
194,195,2022,,,,D,,,,,T,T,D,,T,,,,,,T,,S,,,,T,,,,,T,,,,,,,S,,,,,,,,,,S,,
195,196,2022,,,,D,,,,,M,S,M,,,T,,,,,,,S,,T,,,,,,,S,,,,,T,,T,,T,S,T,,,,,T,S,,
196,197,2022,,,,D,,,,,D,,T,,,,,,,,,,S,,,,,,,,,,,,,,,,T,,,S,,,,,,,M,,
197,198,2022,,,,D,,,,,D,,T,,,,,,,,,,S,,T,,,,,,,,,,,,,,,,,T,,,,,,,T,,
198,199,2022,,,,M,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
199,200,2022,,,,D,,,,,,D,,,,T,,,,,,,T,T,,,T,,,,,,,,,,T,,,,,,,,,,,,,,
200,201,2022,,,,D,,,,,T,D,S,,,T,,,,,,,M,,,,,,,,,,,,,,T,,,,,,,,,T,,T,S,,
201,202,2022,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,2022,,,,T,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,2022,,,,D,,,,,M,,T,,,,,,,,,,M,,,,,,,,,,,,,,,,S,,,T,,,,,,,S,,
204,205,2022,,,,D,,,,,,D,,,,,,,,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,,
205,206,2022,,,,M,,,,,,M,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,
206,207,2022,,,,S,,,,,,S,,,,,,,,,,,T,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,
207,208,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,
208,209,2022,,,,S,,,,,,S,T,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,T,,,
209,210,2022,,,,M,,,,,,M,T,,,,,,,,,,,,,,T,,,,,,,,,T,T,,,,,,,,,,,,T,,
210,211,2022,,,,D,,,,,M,,M,,,S,,,,,,,M,,,,,,,,,,,,,,T,,,,,,T,,,,,,T,,
211,212,2022,,,,D,,,,,T,D,S,,,T,,,,,,,S,,,,T,,,,,S,,,,,T,,,,,T,,,,,,,T,,
212,213,2022,,,,D,,,,,T,M,T,,,T,,,,,,,,T,,,,,,,,T,,,,,T,,,,,,,,,,,T,T,S,
213,214,2022,,,,M,,,,,T,M,S,,,T,,,,,,,T,,,,S,,,,,S,,,,,,,,,,T,T,,,,,,T,,
214,215,2022,,,,S,,,,,,S,,,,,,,,,,,T,T,,,,,,,,,,,,,T,,,,,,T,,,,,,T,,
215,216,2022,,,,D,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
216,217,2022,,,,D,,,,,T,D,T,,,,,,,,,,T,,,T,,,,,,,,,,,T,,,,,,,,,,,,,,
217,218,2022,,,,D,,,,,,D,,,,,,,,,,,S,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
218,219,2022,,,,D,,,,,D,,T,,,T,,,,,,,M,,,,,,,,,,,,,,T,,T,,,S,,,,T,,,T,,
219,220,2022,,,,D,,,,,S,,S,,,,,,,,,,D,,,,,,,T,,,,,,,D,,,,,,,,,T,,,T,,
220,221,2022,,,,D,,,,,T,M,S,,,T,,,,,,T,M,,,,T,,,T,,,,,,,T,,,,,T,,,,T,,T,T,,
221,222,2022,,,,D,,,,,,D,T,,,T,,,,,,,T,,,,,,,,,,,,,,T,,,,,,,,,T,,T,T,,
222,223,2022,,,,D,,,,,T,D,T,,T,T,,,,,T,,S,,,,,,,,,,,,,,S,,,,T,,,,,,,T,T,,
223,224,2022,,,,D,,,,,S,D,S,,,T,,,,,,T,S,,,,,,,,,,,,,,T,,,,,T,,,,T,,,T,,
224,225,2022,,,,M,,,,,T,M,S,,,T,,,,,,,T,,T,,,,,,,T,,,,,,,,,,T,T,,,,,S,,,
225,226,2022,,,,D,,,,,,M,T,,,,,,,,,,D,,,,S,,,,,,,,,,T,,T,,,,T,,,T,,,T,,
226,227,2022,,,,D,,,,,S,M,S,,,T,,,,,,,S,,,,,,,M,,,,,,,S,,,,,T,T,,,T,,T,,,
227,228,2022,,,,D,,,,,,S,M,,,T,,,,,,,T,,T,,,,,S,,T,T,,,,T,,,,,T,,,,T,,,T,,
228,229,2022,,,,D,,,,,T,D,M,,,T,,,,,,,S,T,,,,,,,,,,,,,S,,,,T,T,,,,T,,T,T,,
229,230,2022,,,,D,,,,,T,D,S,,,T,,,,,,,S,,,,T,,,,,,,,,,T,,,,,T,T,,,T,,,T,,
230,231,2022,,,,D,,,,,,S,S,,T,T,,,,,,,D,,,,,,,,,,,,,,S,,,,,T,T,,,T,,T,T,,
231,232,2022,,,,D,,,,,,S,S,,T,T,,,,,,,D,,,,,,,,,,,,,,S,,,,,T,T,,,T,,T,T,,
232,233,2022,,,,D,,,,,M,,T,,,,,,,,,,S,,,,,,,,,,,,,,T,,,,,T,,,,S,,,S,,
233,234,2022,,,,D,,,,,T,,T,,,,,,,,,,M,,,,,,,T,,,,,,,D,,,,,T,,,,T,,T,T,,
234,235,2022,,,,M,,,,,T,M,S,,,T,,,,,,,T,,T,,,,,,,T,,,,,,,,,,T,T,,,,,S,,,
235,236,2022,,,,D,,,,,M,,M,,,,,,,,,,S,,,,,,,S,,,,,,,S,,,,,T,,,,T,,T,T,,
236,237,2022,,,,M,,,,,T,M,T,,,,,,,,,,T,,,,,,,,,S,,,,,T,,,,,T,,,,T,,S,T,,
237,238,2022,,,,D,,,,,T,D,T,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,T,,
238,239,2022,,,,M,,,,,S,M,T,,,,,,,,,,,,,,T,,,,,,,,,,T,,,,,T,,,,,,T,T,,
239,240,2022,,,,D,,,,,M,T,D,,,T,,,,,,,D,,,,T,,,,,,,,,,T,,,,,T,,,,T,,T,T,,
240,241,2022,,,,D,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,T,,,,S,,,T,T,
241,242,2022,,,,M,,,,,M,,T,,,,,,,,,,T,,,,,,,,,,,,,,S,,,,,T,,,,S,,T,,,
242,243,2022,,,,M,,,,,T,M,T,,,T,,,,,T,,T,,T,,,,,,,,,,,,T,,,,,,,,,T,,T,T,,
243,244,2022,,,,M,,,,,,M,T,,,T,,,,,,,T,T,,,,,,,,,T,,,,,,,,,T,,,,,,,,,
244,245,2022,,,,M,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,246,2022,,,,M,,,,,S,T,S,,,,,,,,,,S,,,,,,,,,,,,,,T,,,,,T,,,,T,,,S,,
246,247,2022,,,,T,,,,,T,,T,,,,,,,,,,,T,,,,,,,,,T,,,,,,,,,,,,,,,,,,
247,248,2022,,,,M,,,,,S,,T,,,,,,,,,,,,,,,,,,,,T,,,,T,,,,,T,,,,T,,T,S,,
248,249,2022,,,,M,,,,,,S,T,,T,,,,,,,,T,,T,,,,,,,,,,,,T,,,,T,T,T,,,T,,T,T,,
249,250,2022,,,,S,,,,,,S,,,T,,,,,,T,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
250,251,2022,,,,M,,,,,M,,S,,,,,,,,,,T,,T,,,,,,,,T,,,,,,,,,T,,,,T,,,T,,
251,252,2022,,,,M,,,,,M,,T,,,T,,,,,,T,,,T,,T,,,,,,,,,,T,,,,,,,,,,,,T,,
252,253,2022,,,,M,,,,,,M,T,,T,,,,,,T,,T,,,,,,,,,,,,,,T,,T,,,,,,,T,,,T,,
253,254,2022,,,,M,,,,,T,S,M,,T,T,,,,,T,T,T,,T,,,,,,,,,,,,T,,,,,T,T,,,,,,T,,
254,255,2022,,,,D,,,,,S,T,M,,,,,,,,,,S,,,,,,,T,,,,,,,S,,,T,,T,,,,T,,T,T,,
255,256,2022,,,,S,,,,,,T,T,,,T,,,,,,,,T,,,,,,T,,,,,,,T,,,,,,T,,,,,,T,,
256,257,2022,,,,S,,,,,T,S,T,,T,T,,,,,,,T,,T,,,,,,,,,,,,T,,,,,T,,,,T,,,T,,
257,258,2022,,,,D,,,,,T,S,D,,T,T,,,,,,,T,,,,,,,T,,T,,,,,T,,,,,T,T,,,T,,,,,
258,259,2022,,,,M,,,,,,T,S,,T,,,,,,,,T,T,,,,,,,,,,,,,T,,,,,T,,,,S,,,T,,
259,260,2022,,,,D,,,,,D,T,S,,,,,,,,,,T,,T,,,,,,,,,,,,S,,,,,T,,,,T,,,S,,
260,261,2022,,,,D,,,,,D,S,T,,,,,,,,,,,,,,,,,T,,,,,,,S,,,,,T,,,,,,,,,
261,262,2022,,,,D,,,,,M,T,M,,,T,,,,,,,,T,,,T,,,,,,,,,,T,,,,T,T,,,,,,T,T,,
262,263,2022,,,,S,,,,,,S,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
263,264,2022,,,,D,,,,,M,,T,,,,,,,,,,T,,S,,,,,T,,,,,,,T,,,,,,,,,S,,T,S,,
264,265,2022,,,,M,,,,,T,S,T,,,,,,,,,,,,T,,,,,,,,,,,,T,,,,,T,,,,,,S,T,,
265,266,2022,,,,S,,,,,,S,T,,S,T,,,,,,,T,,,,,,,,,T,,,,,T,,,,,,T,,,,,,,,
266,267,2022,,,,S,,,,,,T,,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,
267,268,2022,,,,D,,,,,D,,S,,,,,,,,,,T,,,,,,,,,,,,,,S,,,T,,T,,,,S,,,T,,
268,269,2022,,,,D,,,,,D,,T,,,,,,,,,,T,,T,,,,,,,,,,,,T,,T,,,T,,,,T,,,T,,
269,270,2022,,,,M,,,,,S,,M,,,,,,,,,,S,,,,,,,,,,,,,,T,,S,T,,S,,,,T,,,,,
270,271,2022,,,,D,,,,,T,M,T,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,T,,,,,,T,T,,
271,272,2022,,,,D,,,,,D,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,S,,
272,273,2022,,,,D,,,,,S,M,M,,,,,,,,,,T,,T,,,,,T,,,,,,,S,,,,,T,,,,T,,,T,,
273,274,2022,,,,D,,,,,M,,,,T,,,,,,,,T,,T,,,,,,,,T,,,,,,T,T,,T,,,,S,,,S,,
274,275,2022,,,,M,,,,,S,,S,,T,,,,,,,,,,T,,,,,,,,,,,,S,,,,,T,,,,T,,T,T,,
275,276,2022,,,,M,,,,,S,,S,,,,,,,,,,T,,,,,,,,,,,,,,S,,,,,T,,,,,,,T,,
276,277,2022,,,,S,,,,,,,T,,,T,,,,,,,,,T,,,,,,,,,,,,T,,,,,T,T,,,,,,T,,
277,278,2022,,,,S,,,,,S,T,S,,,,,,,,,,,,,,T,,,,,,,,,,T,,,,,T,,,,,,,T,,
278,279,2022,,,,S,,,,,,,T,,,T,,,,,,,,,T,T,,,,,,,,,,,S,,,T,,,,,,,,,T,,
279,280,2022,,,,M,,,,,,S,T,,T,,,,,,,,,,,T,,,,,,,,,,,T,,,,,T,,,,,,S,,,
280,281,2022,,,,M,,,,,,S,T,,,T,,,,,,,,S,,,,,,,,,,,,,T,,,,,,T,,,,,T,T,,
281,282,2022,,,,S,,,,,T,S,T,,,,,,,,,,,,,T,,,,,,,,,,,T,,,,T,T,,,,,,,T,,
282,283,2022,,,,D,,,,,D,,M,,,,,,,,,,,,S,,,,,,,,,,,,,,T,,,T,,,,T,,,T,,
283,284,2022,,,,M,,,,,,S,T,,T,T,,,,,,,,S,,T,,,,,,,,,,,T,,,,,,,,,T,,T,T,,
284,285,2022,,,,T,,,,,,T,,,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,T,,,,,,,,
285,286,2022,,,,S,,,,,,T,T,,T,,,,,,,,,T,,T,,,,,,,,,,,T,,,,,,,,,,,S,T,,
286,287,2022,,,,S,,,,,,T,,,S,,,,,,,,,,,S,,,,,,,,,,,T,,T,,,,,,,T,,,,,
287,288,2022,,,,S,,,,,,,T,,T,T,,,,,,,T,T,,,,,,,,,,,,,S,,T,T,,,,,,,,,T,,
288,289,2022,,,,S,,,,,,T,T,,,T,,,,,,,,T,,,,,,,,,,,,,T,,,,T,,,,,,,,T,,
289,290,2022,,,,S,,,,,,,T,,,T,,,,,,,,S,T,,,,,,,,,,,,,,,,,,,,,,,,T,,
290,291,2022,,,,S,,,,,,T,T,,,T,,,,,,,,S,,T,T,,,,,,,,,,T,,,,T,,,,,,,T,,,
291,292,2022,,,,S,,,,,,T,,,,,,,,,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,,,,
292,293,2022,,,,S,,,,,,T,,,,,,,,,,,,S,,,,,,,,,,,,T,,,,,,,,,,T,,,T,,
293,294,2022,,,,M,,,,,,S,,,,T,,,,,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,,T,,
294,295,2022,,,,S,,,,,,S,,,,,,,,,,,,T,,,T,,,,,,,,,T,T,,,,,,,,,,,,T,,
295,296,2022,,,,M,,,,,,T,T,,,,,,,,,,T,,T,,S,,,,,,,,,,S,,,,,,,,,,,T,T,,
296,297,2022,,,,S,,,,,,T,,,,,,,,,,,,T,,,T,,,,,,,,,T,T,,,,,,,,,,,,T,,
297,298,2022,,,,T,,,,,,T,,,,T,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,299,2022,,,,S,,,,,,S,,,,T,,,,,,,,S,,,T,,,,,,,,,T,,,,,T,,,,,,,,T,,
299,300,2022,,,,M,,,,,,S,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,T,T,,,,,,,T,,
300,301,2022,,,,M,,,,,,T,T,,,,,,,,,,,S,,,,,,,,,,,,T,,,,,T,,,,,,,,S,,
301,302,2022,,,,M,,,,,,T,T,,,,,,,,,,,S,,,T,,,,,,,,,T,T,,,,T,T,,,,T,,,T,,
302,303,2022,,,,T,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
303,304,2022,,,,S,,,,,,,S,,T,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,S,,,T,,
0,1,2023,,,,D,,,,,M,,D,,,,S,,T,,,S,,,,,,,,,,,,,,,,,,T,,,,,,,,,,T,
1,2,2023,,,,D,,,,,M,,D,,,,S,,T,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,
2,3,2023,,,,D,,,,,M,,D,,,,,,T,T,,M,M,,,,,,,,,,,,,,,,,,,,T,,,,,,,T,
3,4,2023,,,,D,,,,,D,,M,,,,,,T,,,,D,,,,,,,,,,,,,,,,,,,T,S,,,,,,,T,
4,5,2023,,,,D,,,,,S,D,T,,,,,,,,,,T,,,,S,T,,,,S,,,,,T,,,,,,,,,,,,,T,
5,6,2023,,,,D,,,,,T,M,S,,,S,,,,,,,M,,,,M,,,,,S,,,,,T,,,,,T,,,,,,,,,
6,7,2023,,,,M,,,,,S,,S,,,,,,,,,,S,,,M,,,,,,S,,,,,,,,,,S,,,,,,,,,
7,8,2023,,,,D,,,,,D,,S,,,,,,,,,,M,,,,,,,,,,,,,,,,S,,,S,,,,,,,,,
8,9,2023,,,,M,,,,,M,T,T,,,,,,,,,,S,,,,,,,,,,,,,,T,,,,,T,,,,,,,,,
9,10,2023,,,,M,,,,,M,,S,,,,,,,,,,S,,,S,,,,,,,,,,,,,,,,S,,,,,,,T,,
10,11,2023,,,,M,,,,,M,,S,,,,,,,,,,T,,,,,,,T,,,T,,,,,,,T,,T,,,,,,,,,
11,12,2023,,,,D,,,,,,,,,,,,,,,,,T,,,,D,,,,,,,,,,,,,,,,,,,,,,,,
12,13,2023,,,,D,,,,,T,M,T,,,,,,,,,,D,,,,T,,,,,T,,,,,T,,,,,T,T,,,,,,M,,
13,14,2023,,,,M,,,,,T,M,,,,M,,,,,,,,,,,S,,,,,T,,,,,S,,T,,,,,,,,,,S,,
14,15,2023,,,,D,,,,,T,,,,,,,,,,,,,,,,D,,,,,,,,,,,,T,,,T ,,,,,,,,,
15,16,2023,,,,M,,,,,M,,T,,,,,,,,,,S,,,,,,,T,,,,T,,,,,,,,,,,,,,,,,
16,17,2023,,,,M,,,,,M,,T,,,,,,,,,,S,,,,,,,,,,T,,,,T,,,,,S,,,,,,,,,
17,18,2023,,,,M,,,,,M,,T,,,,,,,,,,S,,,,,,,,,,T,,,,,,,,,T,T ,,,,,,,,
18,19,2023,,,,D,,,,,D,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,
19,20,2023,,,,M,,,,,M,,S,,,,,,,,,,T,,,,T,,,S,,,,,,,,,,,,,,,,,,,,,
20,21,2023,,,,D,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,T,,,,T,,,,,
21,22,2023,,,,M,,,,,,,S,,,T,,,,,,,M,,,,M,,,,,T,,,,,,,T,,,,,,,,,,S,,
22,23,2023,,,,M,,,,,,M,T,,,S,,,,,,,T,,,,S,,,,,T,,,,,,,T,,,T,,,,,,,T,,
23,24,2023,,,,D,,,,,M,,S,,,,,,,,,,M,,,,D,,,,,,,,,,,,T,,,T,,,,T,,,,,
24,25,2023,,,,D,,,,,D,,M,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,M,,,,,,,,,
25,26,2023,,,,D,,,,,M,,T,,,,,,,,,,M,,,,M,,,T,,,T,,,,T,,,T,,T,,,,,,,,,
26,27,2023,,,,M,,,,,S,M,S,,M,,,,,,,,S,,,,,,,,,,,,,,,,,,,T,S,,,,,,,,
27,28,2023,,,,S,,,,,T,S,T,,,T,,,,,,,T,T,T,S,,,,,,,,,,,T,,,,,T,,,,,,T,T,,
28,29,2023,,,,M,,,,,S,M,T,,,T,,,,,,,S,,,,,,,,,T,,,,,T,,,,,,T,,,,,,T,,
29,30,2023,,,,M,,,,,S,,T,,,,,,,,,,S,,T,,M,,,,,S,,,,,S,,,,,T,T,,,,,T,T,,
30,31,2023,,,,S,,,,,T,S,,,,,,,,,,,T,T,,,S,,,,,,,,,,S,,,,,,,,,,,,T,,
31,32,2023,,,,M,,,,,T,M,M,,,,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,T,,,
32,33,2023,,,,M,,,,,,M,,,,,,,,,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
33,34,2023,,,,D,,,,,,D,,,,,,,,,,,T,,,,S,,,,,,,,,,S,,,,,,,,,,,,,,
34,35,2023,,,,S,,,,,,S,T,,,,,,,,,,T,,,,S,,,,,,,,,,S,,,,,,,,,,,T,T,,
35,36,2023,,,,M,,,,,,M,T,,,,,,,,,,S,,,,M,,,,,,,,,,S,,,,,T,T,,,,,T,,,
36,37,2023,,,,M,,,,,,M,T,,,,,,,,,,,,,,,,,,,,,,,,S,,T,,,,T,,,T,,,,,
37,38,2023,,,,D,,,,,,D,,,,,,,,,,,T,,,,S,,,,,,,,,,T,,,,,,,,,,,,,,
38,39,2023,,,,D,,,,,D,,M,,,,,,,,,T,S,,,,T,,,T,,,,,,,,,,,,S,D,,,,,T ,,,
39,40,2023,,,,M,,,,,,M,,,,,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
40,41,2023,,,,M,,,,,,M,T,,,,,,,,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
41,42,2023,,,,M,,,,,T,,S,,T,,,,,T,,,M,,,,S,,,,,T,,,,,,,,,,T,,,,,,,,,
42,43,2023,,,,D,,,,,D,,T,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,T,,,,,,,,,
43,44,2023,,,,M,,,,,M,S,T,,,,,,,,,,,,T,T,,,,S,,,,,,,,,,,,T,S,,,,,,,,
44,45,2023,,,,M,,,,,T,,,,,,,,,,,,,,,,M,,,T,,,,T,,,,,,,,T,,,,,,,,,
45,46,2023,,,,D,,,,,D,,T,,,,,,S,,,,S,,,,,S,,,,,,,,,,,,,,,D,,,,,,,S,
46,47,2023,,,,D,,,,,T,,T,,T,,,,T,T,,,T,,,,,D,,T,,,,,,,,,,,,T,D,,,,,,,,
47,48,2023,,,,D,,,,,M,S,T,,,,,,,,,,,,,,S,,,,,,,,,,T,,T,,,M,,,,,,,,,
48,49,2023,,,,M,,,,,M,T,T,,,,,,,,,,T,,,,,,,T,,,,T,,,,,,,,T,,,,,,,,,
49,50,2023,,,,D,,,,,D,,T,,,,,,,,,,T,,,,S,,,,,,,T,,,,,,,,T,,,,,,T,,,
50,51,2023,,,,D,,,,,S,,M,,,,,,,,,,T,,,,M,,,,,,,T,,,,,,,,T,,,,,,T,,,
51,52,2023,,,,D,,,,,D,,D,,,,,,,,,,D,,,,,,,,,,,T,,,,,,,,T,T,,,,,,,,
52,53,2023,,,,D,,,,,M,,M,,,,,,,,,,M,,,,T,,,T ,,,,,,,,,,,,S,,,,,,,,,
53,54,2023,,,,D,,,,,M,,D,,,,,,,,,,D,,,,,,,T,,,,,,,,,,,,S,,,,,,,,,
54,55,2023,,,,M,,,,,T,,T,,,,,,,,,,M,,,,,,,T,,,,,,,,,,,,M,T,,,,,T,,,
55,56,2023,,,,D,,,,,T,D,T,,,,,,,,,T,T,,,,S,,,,,T,,,,,T,,,,,,,,,,,,,,
56,57,2023,,,,D,,,,,,D,T,,,,,,,,,,S,,,,,,,,,,,,,,S,,,,,T,,,,,,,,,
57,58,2023,,,,D,,,,,,D,S,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,T,,,,,,,,,
58,59,2023,,,,S,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,
59,60,2023,,,,S,,,,,,S,T,,,,,,,,,,T,,,,,,,,,,,T,S,,,,,,,,,,,,,,,,
