,Sample_Point_(SP),Year,Date,Rake_toss_#,Latitude,Longitude,Depth,Rake_Abundance,PERCENT,Alisma_gramineum,Benthic_Filamentous_Algae,Callitriche_hermaphroditica,Ceratophyllum_demersum,Chara_vulgaris,Elodea_sp.,Floating_Filamentous_Algae,Fontinalis_sp.,Heteranthera_dubia,Hydrocharis_morsus-ranae,Hypericum_ellipticum,Juncus_sp.,Lemna_minor,Lemna_trisulca,Ludwigia_sp.,Megalodonta_beckii,Myriophyllum_sibiricum,Myriophyllum_spicatum,Najas_flexilis,Najas_guadalupensis,Nitella_flexilis,Nitellopsis_obtusa,Nuphar_variegata,Nymphaea_odorata,Pithophora_sp.,Polygonum_amphibium,Potamogeton_amplifolius,Potamogeton_crispus,Potamogeton_crispus_turions,Potamogeton_foliosus,Potamogeton_gramineus,Potamogeton_illinoensis,Potamogeton_praelongus,Potamogeton_pusillus,Potamogeton_richardsonii,Potamogeton_zosteriformis,Ranunculus_trichophyllus,Riccia_fluitans,Spirodela_polyrhiza,Stuckenia_pectinata,Stuckenia_vaginata,Utricularia_vulgaris,Vallisneria_americana,Wolffia_columbiana,Zannichellia_palustris,Zosterella_dubia,Abundance_calcs
183,92,2021,2021-08-12,2.0,42.9690193,75.8790655,2.0,S,100.03,,,,,10.0,0.01,,,,,,,,,,,,,30.0,5.0,,35.0,,,,,,,,,,10.0,,,,0.01,,,,,,10.0,0.01,,,,
184,93,2021,2021-08-12,1.0,42.9690882,75.8782033,1.0,T,100.0,5.0,,,,55.0,,,,10.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,93,2021,2021-08-12,2.0,42.9690882,75.8782033,1.0,T,100.0,,,,,17.0,3.0,,,1.0,,,,,,,,,,45.0,4.0,,2.0,,,,,,,,,,25.0,,,,1.0,,,,,,,2.0,,,,
186,94,2021,2021-08-12,1.0,42.9687384,75.8771237,0.9,T,100.0,,,,,95.0,,,,,,,,,1.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
187,94,2021,2021-08-12,2.0,42.9687384,75.8771237,0.9,T,100.0,,,,,85.0,1.0,,,,,,,,,,,,,4.0,2.0,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,
188,95,2021,2021-08-12,1.0,42.968528,75.8780253,1.6,M,100.02,,,,,80.0,2.0,,,,,,,,,,,,,1.0,2.0,,0.01,,,,,,,,,15.0,0.01,,,,,,,,,,,,,,,
189,95,2021,2021-08-12,2.0,42.968528,75.8780253,1.6,M,100.02,,,,,80.0,,,,,,,,,,,,,,3.0,13.0,,3.0,,,,,,,,,1.0,,,,,0.01,,,,,,,0.01,,,,
190,96,2021,2021-08-12,1.0,42.9682861,75.8790745,2.0,T,100.0,,,,,65.0,,,,,,,,,,,,,,15.0,5.0,,1.0,,,,,,,,,4.0,,,,,,,,,,,10.0,,,,,
191,96,2021,2021-08-12,2.0,42.9682861,75.8790745,2.0,T,100.0,,,,,74.0,,,,,,,,,,,,,,5.0,1.0,,2.0,,,,,,,,,10.0,5.0,1.0,,,2.0,,,,,,,,,,,
192,97,2021,2021-08-12,1.0,42.9680104,75.8800484,3.25,T,100.0,,,,2.0,,2.0,,2.0,,,,,,1.0,,,,,,1.0,,,,,20.0,,,,,,,,10.0,,,20.0,,,,35.0,,7.0,,,,,
193,97,2021,2021-08-12,2.0,42.9680104,75.8800484,3.25,S,100.02,,,,5.0,,15.0,,0.01,,,,,,,,,,,,0.01,,,,,20.0,,,,,,,,,,,55.0,,,,5.0,,,,,,,
194,98,2021,2021-08-12,1.0,42.9679045,75.8807838,1.9,S,100.04,,,,,0.01,30.0,,0.01,,,,,,,,,,,,,,0.01,,,0.01,,30.0,,,,,,,,,40.0,,,,,,,,,,,
195,98,2021,2021-08-12,2.0,42.9679045,75.8807838,1.9,M,100.02,,,,,,45.0,,0.01,,,,,,,,,,,,,,2.0,,,0.01,,,,,,,,5.0,,,45.0,,,,,,,3.0,,,,
196,99,2021,2021-08-12,1.0,42.9677924,75.881276,1.1,S,100.01,,,,,80.0,,,,,,,,,,,,,,2.0,,,0.01,,,,,10.0,,,,,,8.0,,,,,,,,,,,,,,
197,99,2021,2021-08-12,2.0,42.9677924,75.881276,1.1,S,100.02,,,,,90.0,2.0,,,,,,,,,,,,,3.0,0.01,,,,,,,,,,,,,5.0,,,,,,,,,,0.01,,,,
198,100,2021,2021-08-12,1.0,42.9672178,75.880892,1.3,M,100.02,,,,,90.0,5.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,0.01,,,,
199,100,2021,2021-08-12,2.0,42.9672178,75.880892,1.3,M,100.04000000000002,,,,,85.0,2.0,,,,,,,,,,,,,0.01,0.01,,0.01,,,,,8.0,,,,,,,,,5.0,,,,,,,0.01,,,,
200,101,2021,2021-08-12,1.0,42.967334,75.879929,2.9,S,100.02,,,,,,5.0,,0.01,,,,,,,,,,,,0.01,,,,,30.0,,,,,,,,,,,35.0,,,,30.0,,,,,,,
201,101,2021,2021-08-12,2.0,42.967334,75.879929,2.9,S,100.01,,,,,0.01,20.0,,1.0,,,,,,,,,,,,,,,,,30.0,,,,,,,7.0,,,,20.0,,,,2.0,,20.0,,,,,
202,102,2021,2021-08-12,1.0,42.9673922,75.8787366,3.0,M,100.02,,,,,,,,0.01,,,,,,,,,,,,,,,,,0.01,,,,,,,99.0,,,,1.0,,,,,,,,,,,
203,102,2021,2021-08-12,2.0,42.9673922,75.8787366,3.0,S,100.03,,,,,,,,0.01,,,,,,,,,,,,0.01,,,,,15.0,,,,,,,75.0,,,,0.01,,,,9.0,,1.0,,,,,
204,103,2021,2021-08-12,1.0,42.9675851,75.8774752,2.0,T,100.0,,,,,80.0,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
205,103,2021,2021-08-12,2.0,42.9675851,75.8774752,2.0,T,100.0,,,,,40.0,,,,,,,,,,,,,,19.0,,,1.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,
206,104,2021,2021-08-12,1.0,42.9677963,75.8766177,1.0,T,100.0,,,,,85.0,,,,,,,,,,,,,,13.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
207,104,2021,2021-08-12,2.0,42.9677963,75.8766177,1.0,T,100.0,,,,,90.0,,,,,,,,,,,,,,5.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
208,105,2021,2021-08-12,1.0,42.967126,75.876386,1.5,S,100.02,,,,,70.0,0.01,,,,,,,,,,,,,13.0,2.0,,0.01,,,,,,,,,15.0,,,,,,,,,,,,,,,,
209,105,2021,2021-08-12,2.0,42.967126,75.876386,1.5,S,100.02,,,,,75.0,0.01,,,,,,,,,,,,,10.0,0.01,,1.0,,,,,,,,,10.0,,,,,,,,,,,,4.0,,,,
210,106,2021,2021-08-12,1.0,42.9669547,75.8776315,2.25,T,100.0,,,,,85.0,,,,,,,,,,,,,,10.0,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
211,106,2021,2021-08-12,2.0,42.9669547,75.8776315,2.25,T,100.0,,,,,70.0,,,,,,,,,,,,,,9.0,,,1.0,,,,,,,,,20.0,,,,,,,,,,,,,,,,
212,107,2021,2021-08-12,1.0,42.9666414,75.8786547,3.5,M,100.03,,,,,,0.01,,0.01,,,,,,,,,,,,,,,,,2.0,,,,,,,96.0,2.0,,,0.01,,,,,,,,,,,
213,107,2021,2021-08-12,2.0,42.9666414,75.8786547,3.5,M,100.03000000000002,,,,,0.01,8.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,90.0,,,,0.01,,,,0.01,,,,,,,
214,108,2021,2021-08-18,1.0,42.9665132,75.8797,2.3,M,100.02,,,,,80.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,5.0,,,,0.01,,,,,,,
215,108,2021,2021-08-18,2.0,42.9665132,75.8797,2.3,M,100.01,,,,,97.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,
216,109,2021,2021-08-18,1.0,42.9662921,75.8806225,1.0,S,100.01,,,,,95.0,2.0,,,,,,,,,,,,,0.01,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
217,109,2021,2021-08-18,2.0,42.9662921,75.8806225,1.0,S,100.0,,,,,98.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
218,110,2021,2021-08-18,1.0,42.9656107,75.8804896,0.75,S,100.03000000000002,,,,,100.0,0.01,,,,,,,,,,,,,,,,0.01,,,,,,,,,,0.01,,,,,,,,,,,,,,,
219,110,2021,2021-08-18,2.0,42.9656107,75.8804896,0.75,S,100.01,,,,,98.0,,,,,,,,,,,,,,2.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
220,111,2021,2021-08-18,1.0,42.9656859,75.8793787,2.2,S,100.01,,,,,70.0,,,4.0,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,25.0,,,,,,1.0,,,,,
221,111,2021,2021-08-18,2.0,42.9656859,75.8793787,2.2,M,100.03000000000002,,,,,90.0,1.0,,0.01,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,9.0,,,,0.01,,,,,,,
222,112,2021,2021-08-18,1.0,42.9659134,75.8780624,4.2,S,100.02,,,,,35.0,20.0,,0.01,,,,,,,,,,,5.0,0.01,,35.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,
223,112,2021,2021-08-18,2.0,42.9659134,75.8780624,4.2,T,100.0,,,,,2.0,,,20.0,,,,,,,,,,,1.0,2.0,,74.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
224,113,2021,2021-08-18,1.0,42.9661259,75.8768841,3.2,T,100.0,,,,,40.0,,,,,,,,,,,,,,5.0,10.0,,5.0,,,,,,,,,,40.0,,,,,,,,,,,,,,,
225,113,2021,2021-08-18,2.0,42.9661259,75.8768841,3.2,S,100.0,,,,,50.0,2.0,,,,,,,,,,,,,5.0,1.0,,5.0,,,,,,,,,,37.0,,,,,,,,,,,,,,,
226,114,2021,2021-08-12,1.0,42.9663321,75.8760186,1.5,T,100.0,,,,,90.0,,,,,,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,114,2021,2021-08-12,2.0,42.9663321,75.8760186,1.5,T,100.0,,,,,60.0,,,,,,,,,,,,,,35.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
228,115,2021,2021-08-12,1.0,42.9657158,75.8754783,1.8,T,100.0,,,,,90.0,,,,,,,,,,,,,,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,115,2021,2021-08-12,2.0,42.9657158,75.8754783,1.8,S,100.01,,,,,0.01,1.0,,,4.0,,,,,,,,,,55.0,20.0,,15.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,
230,116,2021,2021-08-18,1.0,42.9655924,75.8764797,4.0,S,100.01,,,,,,,,,,,,,,,,,,,35.0,5.0,,0.01,,,,,,,,,,5.0,,,50.0,,,,,3.0,,,2.0,,,,
231,116,2021,2021-08-18,2.0,42.9655924,75.8764797,4.0,S,100.01,,,,,,,,,,,,,,,,,,,5.0,2.0,,0.01,,,,,,,,,,30.0,,,55.0,,,,,3.0,,,5.0,,,,
232,117,2021,2021-08-18,1.0,42.9651539,75.8778159,4.0,S,100.01,,,,,,1.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,0.01,,9.0,,,,,,,,,,,
233,117,2021,2021-08-18,2.0,42.9651539,75.8778159,4.0,S,100.01,,,,,,13.0,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,0.01,,2.0,,,,,,,,,,,
234,118,2021,2021-08-18,1.0,42.9648903,75.8788614,2.5,M,100.04000000000002,,,,0.01,70.0,2.0,,5.0,,,,,,,,,,,,,,,,,0.01,,,,,,,18.0,,,2.0,3.0,,,,,,0.01,0.01,,,,
235,118,2021,2021-08-18,2.0,42.9648903,75.8788614,2.5,M,100.05,,,,,38.0,5.0,,5.0,,,,,,,,,,,0.01,,,0.01,,,0.01,,,,,,,50.0,,,2.0,0.01,,,,0.01,,,,,,,
236,119,2021,2021-08-18,1.0,42.9646217,75.8798919,0.75,S,100.02,,,,,82.0,,,,,,,,,,,,,,5.0,1.0,,0.01,,,,,,,,0.01,,10.0,,,,,,,,,,,2.0,,,,
237,119,2021,2021-08-18,2.0,42.9646217,75.8798919,0.75,S,100.03000000000002,,,,,90.0,,,,,,,,,,,,,,8.0,0.01,,2.0,,,,,,,,,,0.01,,,,,0.01,,,,,,,,,,
238,120,2021,2021-08-18,1.0,42.9638469,75.8796666,0.75,T,100.0,,,,,60.0,3.0,,,,,,,,,,,,,5.0,3.0,,25.0,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,
239,120,2021,2021-08-18,2.0,42.9638469,75.8796666,0.75,S,100.01,,,,,90.0,,,,,,,,,,,,,,8.0,0.01,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
240,121,2021,2021-08-18,1.0,42.9639872,75.8786539,2.05,M,100.02,,,,,28.0,1.0,,0.01,,,,,,,,,,,0.01,,,,,,,,,,,,,70.0,,,,,,,,,,1.0,,,,,
241,121,2021,2021-08-18,2.0,42.9639872,75.8786539,2.05,M,100.05,,,,0.01,60.0,0.01,,5.0,,,,,,,,,,,,0.01,,0.01,,,,,,,,,,35.0,,,,0.01,,,,,,,,,,,
242,122,2021,2021-08-18,1.0,42.9640562,75.8771422,5.5,T,100.0,,,,,,,,,,,,,,,,,,,,,,99.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
243,122,2021,2021-08-18,2.0,42.9640562,75.8771422,5.5,T,100.0,,,,,,,,,,,,,,,,,,,,40.0,,40.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,
244,123,2021,2021-08-18,1.0,42.9644194,75.875574,4.25,T,100.0,,,,,70.0,,,,,,,,,,,,,,,1.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
245,123,2021,2021-08-18,2.0,42.9644194,75.875574,4.25,S,100.02,,,,,50.0,,,,,,,,,,,,,,0.01,0.01,,35.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,
246,124,2021,2021-08-12,1.0,42.9646037,75.8746784,1.75,T,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,
247,124,2021,2021-08-12,2.0,42.9646037,75.8746784,1.75,T,100.0,,,,,,,,,12.0,,,,,,,,,,80.0,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,1.0,,,,
248,125,2021,2021-08-12,1.0,42.9639509,75.8739917,2.1,S,100.05000000000004,,,,,23.0,,,,,,,,,,,,,,50.0,0.01,,0.01,,,,,,,,,2.0,,,,25.0,0.01,,,,0.01,,,0.01,,,,
249,125,2021,2021-08-12,2.0,42.9639509,75.8739917,2.1,T,100.0,,,,,1.0,,,,16.0,,,,,,,,,,40.0,3.0,,5.0,,,,,,,,4.0,,,,,30.0,,,,,,,,1.0,,,,
250,126,2021,2021-08-12,1.0,42.963495,75.8750705,5.5,T,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
251,126,2021,2021-08-12,2.0,42.963495,75.8750705,5.5,T,100.0,,,,,9.0,,,,,,,,,,,,,,,1.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
252,127,2021,2021-08-12,1.0,42.963,75.8769,6.3,O,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,127,2021,2021-08-12,2.0,42.963,75.8769,6.3,T,100.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,
254,128,2021,2021-08-12,1.0,42.962612,75.878214,2.3,S,100.02,,,,,0.01,,,,,,,,,,,,,,,,,0.01,,,30.0,,,,,,,65.0,,,,,,,,,,3.0,2.0,,,,
255,128,2021,2021-08-12,2.0,42.962612,75.878214,2.3,S,100.03,,,,,0.01,,,,,,,,,,,,,,0.01,,,,,,25.0,,,,,,,70.0,,,,0.01,,,,1.0,,3.0,1.0,,,,
256,129,2021,2021-08-12,1.0,42.9625696,75.8789486,0.9,S,100.01,,,,,100.0,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
257,129,2021,2021-08-12,2.0,42.9625696,75.8789486,0.9,T,100.0,,,,,99.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
258,130,2021,2021-08-12,1.0,42.9617547,75.8787332,0.8,S,100.01,,,,,90.0,,,,,,,,,,,,,,3.0,0.01,,3.0,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,
259,130,2021,2021-08-12,2.0,42.9617547,75.8787332,0.8,T,100.0,,,,,91.0,,,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,
260,131,2021,2021-08-12,1.0,42.9619178,75.877767,2.5,M,100.01,,,,,10.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,0.01,,,,,,,
261,131,2021,2021-08-12,2.0,42.9619178,75.877767,2.5,M,100.02,,,,,60.0,,,1.0,,,,,,,,,,,,,,0.01,,,,,,,,,,39.0,,,,,,,,,,,0.01,,,,
262,132,2021,2021-08-12,1.0,42.9623696,75.8761069,7.0,O,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,132,2021,2021-08-12,2.0,42.9623696,75.8761069,7.0,O,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,133,2021,2021-08-12,1.0,42.9629026,75.8743124,5.5,S,100.03,,,,,0.01,0.01,,,,,,,,,,,,,,5.0,,95.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,
265,133,2021,2021-08-12,2.0,42.9629026,75.8743124,5.5,S,100.01,,,,,,,,,0.01,,,,,,,,,,,1.0,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
266,134,2021,2021-08-12,1.0,42.963178,75.8734217,2.5,T,100.0,,,,,,,,,15.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,30.0,,,5.0,,,,
267,134,2021,2021-08-12,2.0,42.963178,75.8734217,2.5,T,100.0,,,,,5.0,,,,1.0,,,,,,,,,,87.0,,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,,,,
268,135,2021,2021-08-12,1.0,42.962491,75.8726693,2.0,S,100.01,,,,,3.0,5.0,,,10.0,,,,,,,,,,50.0,,,,,,,,,,,,20.0,,,0.01,,,,,,10.0,,,2.0,,,,
269,135,2021,2021-08-12,2.0,42.962491,75.8726693,2.0,S,100.04000000000002,,,,,2.0,,,,4.0,,,,,,,,,,50.0,11.0,,,,,,,,,,0.01,30.0,,,0.01,,,3.0,,,0.01,,,0.01,,,,
270,136,2021,2021-08-12,1.0,42.9620143,75.8734742,6.5,S,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
271,136,2021,2021-08-12,2.0,42.9620143,75.8734742,6.5,S,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
272,137,2021,2021-08-12,1.0,42.9615194,75.8756677,7.0,O,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,137,2021,2021-08-12,2.0,42.9615194,75.8756677,7.0,O,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,138,2021,2021-08-12,1.0,42.961335,75.8771279,2.8,S,100.03000000000002,,,,,30.0,,,,,,,,,,,,,,,0.01,,0.01,,,,,,,,,,70.0,,,,,,,,0.01,,,,,,,
275,138,2021,2021-08-12,2.0,42.961335,75.8771279,2.8,M,100.0,,,,,65.0,3.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,25.0,,,,,,,,1.0,,,,,,,
276,139,2021,2021-08-12,1.0,42.9611392,75.8783091,0.9,S,100.02,,,,,100.0,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,0.01,,,,
277,139,2021,2021-08-12,2.0,42.9611392,75.8783091,0.9,M,100.01,,,,,92.0,,,,,,,,,,,,,,,,,2.0,,,,,5.0,,,,1.0,,,,,,,,,,,,0.01,,,,
278,140,2021,2021-08-12,1.0,42.9604037,75.87813,1.1,S,100.02,,,,,60.0,,,,,,,,,,,,,,1.0,,,0.01,30.0,,,,9.0,,,,,,,,,,,,,,,,0.01,,,,
279,140,2021,2021-08-12,2.0,42.9604037,75.87813,1.1,S,100.04,,,,,9.0,,,,,,,,,,,,,,0.01,0.01,,25.0,65.0,,,,0.01,,,,1.0,,,,,,,,,,,,0.01,,,,
280,141,2021,2021-08-12,1.0,42.9604313,75.877219,2.3,S,100.02,,,,,70.0,,,,,,,,,,,,,,0.01,,,0.01,,,,,,,,,4.0,25.0,,,,,,,,,,,1.0,,,,
281,141,2021,2021-08-12,2.0,42.9604313,75.877219,2.3,M,100.05,,,,,50.0,,,0.01,,,,,,,,,,,0.01,0.01,,0.01,,,,,,,,,10.0,40.0,,,,,,,,,,,0.01,,,,
282,142,2021,2021-08-12,1.0,42.95952,75.87643,2.9,S,100.02,,,,5.0,60.0,15.0,,,,,,,,,,,,,,0.01,,0.01,,,,,,,,,,,,,,15.0,,,,5.0,,,,,,,
283,142,2021,2021-08-12,2.0,42.95952,75.87643,2.9,S,100.02,,,,5.0,5.0,15.0,,,,,,,,,,,,,,2.0,,10.0,,,,,,,,,,0.01,,,,60.0,,,,0.01,,3.0,,,,,
284,143,2021,2021-08-12,1.0,42.9592033,75.8775669,1.0,S,100.01,,,,,20.0,,,,,,,,,,,,,,0.01,,,,75.0,,,,,,,,5.0,,,,,,,,,,,,,,,,
285,143,2021,2021-08-12,2.0,42.9592033,75.8775669,1.0,S,100.01,,,,,13.0,,,,,,,,,,,,,,2.0,,,0.01,80.0,,,,,,,,5.0,,,,,,,,,,,,,,,,
286,144,2021,2021-08-12,1.0,42.9577861,75.8771686,1.1,S,100.0,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,
287,144,2021,2021-08-12,2.0,42.9577861,75.8771686,1.1,M,100.02,,,,,90.0,,,,,,,,,,,,,,,,,0.01,,,,,,,,,10.0,,,,,0.01,,,,,,,,,,,
288,145,2021,2021-08-12,1.0,42.9580153,75.8757095,4.0,M,100.03000000000002,,,,,,,,,,,,,,,,,,,,0.01,,,,,0.01,,,,,,,100.0,,,,0.01,,,,,,,,,,,
289,145,2021,2021-08-12,2.0,42.9580153,75.8757095,4.0,M,100.02,,,,0.01,,,,,,,,,,,,,,,,5.0,,,,,2.0,,,,,,,90.0,3.0,,,0.01,,,,,,,,,,,
290,146,2021,2021-08-12,1.0,42.9570793,75.8755557,3.7,S,100.0,,,,3.0,,15.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,50.0,,,10.0,,,,,,,2.0,,,,
291,146,2021,2021-08-12,2.0,42.9570793,75.8755557,3.7,M,100.03000000000002,,,,,0.01,28.0,,0.01,,,,,,,,,,,,2.0,,,,,0.01,,,,,,,5.0,55.0,,,5.0,,,,,,,5.0,,,,
292,147,2021,2021-08-12,1.0,42.9564934,75.8765373,1.1,T,100.0,,,,,50.0,,,,,,,,,,,,,,15.0,,,30.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,
293,147,2021,2021-08-12,2.0,42.9564934,75.8765373,1.1,S,100.02,,,,,29.0,,,0.01,,,,,,,,,,,35.0,,,35.0,,,,,,,,,1.0,,,0.01,,,,,,,,,,,,,
294,148,2021,2021-08-12,1.0,42.9555737,75.8758508,1.3,S,100.02,,,,,0.01,4.0,,,,,,,,,,,,,80.0,0.01,,,,,,,,,,,,15.0,,1.0,,,,,,,,,,,,,
295,148,2021,2021-08-12,2.0,42.9555737,75.8758508,1.3,T,100.0,,,,,4.0,1.0,,,,,,,,,,,,,85.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,7.0,,,,
296,149,2021,2021-08-12,1.0,42.9553325,75.8751604,4.0,T,100.0,,,,,99.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
297,149,2021,2021-08-12,2.0,42.9553325,75.8751604,4.0,T,100.0,,,,,95.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
298,150,2021,2021-08-12,1.0,42.9543763,75.8752152,5.0,T,100.0,,,,,1.0,,,,,,,,,,,,,,,9.0,,65.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,
299,150,2021,2021-08-12,2.0,42.9543763,75.8752152,5.0,T,100.0,,,,,10.0,,,,,,,,,,,,,,,55.0,,30.0,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,
300,151,2021,2021-08-12,1.0,42.9540917,75.8759959,1.15,T,100.0,,,,,,,,,1.0,,,,,,,,,,40.0,25.0,,,,,,,25.0,,,2.0,,,,,,2.0,,,,,,,5.0,,,,
301,151,2021,2021-08-12,2.0,42.9540917,75.8759959,1.15,T,100.0,,,,,10.0,4.0,,,10.0,,,,,,,,,,30.0,20.0,,,,,,,20.0,,,1.0,,,,,,,,,,,,,5.0,,,,
302,152,2021,2021-08-12,1.0,42.95307,75.87635,1.9,S,100.03000000000002,,,,,85.0,,,,0.01,,,,,,,,,,10.0,0.01,,,,,,,,,,,4.0,,,0.01,,,,,,,,,1.0,,,,
303,152,2021,2021-08-12,2.0,42.95307,75.87635,1.9,S,100.03000000000002,,,,,70.0,,,,,,,,,,,,,,5.0,0.01,,0.01,,,,,,,,,25.0,,,,,,,,,,,,0.01,,,,
304,153,2021,2021-08-12,1.0,42.9528001,75.8755924,4.5,T,100.0,,,,,10.0,,,,,,,,,,,,,,,5.0,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
305,153,2021,2021-08-12,2.0,42.9528001,75.8755924,4.5,T,100.0,,,,,9.0,,,,,,,,,,,,,,,1.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
306,154,2021,2021-08-12,1.0,42.9517314,75.8756775,5.5,T,100.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,95.0,,,,,,,,,,,,,,,,,,4.0,,,,
307,154,2021,2021-08-12,2.0,42.9517314,75.8756775,5.5,T,100.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,39.0,,,,,,,,,,,,,,,,,,60.0,,,,
308,155,2021,2021-08-12,1.0,42.9515621,75.8770018,1.5,T,100.0,,,,,90.0,,,,,,,,,,,,,,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
309,155,2021,2021-08-12,2.0,42.9515621,75.8770018,1.5,S,100.0,,,,,75.0,,,,,,,,,,,,,,15.0,6.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
310,156,2021,2021-08-12,1.0,42.9501003,75.87718,1.5,M,100.0,,,,,95.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
311,156,2021,2021-08-12,2.0,42.9501003,75.87718,1.5,M,100.03000000000002,,,,,95.0,,,,,,,,,,,,,,0.01,,,0.01,,,,,,,,,5.0,,,,,,,,,,,,0.01,,,,
312,157,2021,2021-08-12,1.0,42.9499453,75.8758167,5.0,T,100.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,
313,157,2021,2021-08-12,2.0,42.9499453,75.8758167,5.0,T,100.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,
